ID,Length,Width,Height,Source_X,Source_Y,Source_Z,Receiver_X,Receiver_Y,Receiver_Z,f1,f2,f3,f4,f5,f6,f7
RIR_001_case0_edc,3.0,3.0,2.5,1.4,2.0,1.5,1.0,1.0,1.5,0.19,0.34,0.55,0.62,0.62,0.64,0.64
RIR_001_case1_edc,3.0,3.0,2.5,1.4,2.0,1.5,1.0,1.0,1.5,0.26,0.42,0.6,0.58,0.56,0.58,0.24
RIR_001_case2_edc,3.0,3.0,2.5,1.4,2.0,1.5,1.0,1.0,1.5,0.25,0.26,0.26,0.19,0.1,0.08,0.03
RIR_001_case3_edc,3.0,3.0,2.5,1.4,2.0,1.5,1.0,1.0,1.5,0.29,0.6,0.85,0.83,0.69,0.63,0.3
RIR_001_case4_edc,3.0,3.0,2.5,1.4,2.0,1.5,1.0,1.0,1.5,0.26,0.42,0.61,0.61,0.61,0.64,0.24
RIR_001_case5_edc,3.0,3.0,2.5,1.4,2.0,1.5,1.0,1.0,1.5,0.24,0.38,0.5,0.47,0.37,0.32,0.1
RIR_001_case6_edc,3.0,3.0,2.5,1.4,2.0,1.5,1.0,1.0,1.5,0.2,0.34,0.45,0.44,0.38,0.34,0.01
RIR_001_case7_edc,3.0,3.0,2.5,1.4,2.0,1.5,1.0,1.0,1.5,0.14,0.16,0.25,0.24,0.22,0.24,0.01
RIR_001_case8_edc,3.0,3.0,2.5,1.4,2.0,1.5,1.0,1.0,1.5,0.26,0.32,0.32,0.27,0.24,0.22,0.21
RIR_001_case9_edc,3.0,3.0,2.5,1.4,2.0,1.5,1.0,1.0,1.5,0.22,0.34,0.39,0.41,0.4,0.4,0.39
RIR_001_case10_edc,3.0,3.0,2.5,1.4,2.0,1.5,1.0,1.0,1.5,0.2,0.35,0.46,0.45,0.36,0.32,0.1
RIR_001_case12_edc,3.0,3.0,2.5,1.4,2.0,1.5,1.0,1.0,1.5,0.25,0.48,0.62,0.6,0.52,0.49,0.27
RIR_001_case13_edc,3.0,3.0,2.5,1.4,2.0,1.5,1.0,1.0,1.5,0.22,0.41,0.52,0.45,0.4,0.39,0.18
RIR_001_case14_edc,3.0,3.0,2.5,1.4,2.0,1.5,1.0,1.0,1.5,0.17,0.15,0.14,0.18,0.17,0.16,0.03
RIR_001_case15_edc,3.0,3.0,2.5,1.4,2.0,1.5,1.0,1.0,1.5,0.22,0.21,0.2,0.22,0.2,0.17,0.04
RIR_001_case16_edc,3.0,3.0,2.5,1.4,2.0,1.5,1.0,1.0,1.5,0.19,0.3,0.38,0.45,0.39,0.31,0.01
RIR_001_case17_edc,3.0,3.0,2.5,1.4,2.0,1.5,1.0,1.0,1.5,0.15,0.23,0.3,0.39,0.37,0.36,0.22
RIR_001_case18_edc,3.0,3.0,2.5,1.4,2.0,1.5,1.0,1.0,1.5,0.27,0.24,0.22,0.17,0.09,0.08,0.02
RIR_001_case19_edc,3.0,3.0,2.5,1.4,2.0,1.5,1.0,1.0,1.5,0.22,0.26,0.24,0.22,0.22,0.22,0.2
RIR_001_case20_edc,3.0,3.0,2.5,1.4,2.0,1.5,1.0,1.0,1.5,0.17,0.19,0.2,0.16,0.08,0.07,0.02
RIR_001_case21_edc,3.0,3.0,2.5,1.4,2.0,1.5,1.0,1.0,1.5,0.11,0.12,0.13,0.18,0.17,0.14,0.01
RIR_001_case22_edc,3.0,3.0,2.5,1.4,2.0,1.5,1.0,1.0,1.5,0.09,0.05,0.04,0.04,0.03,0.02,0.02
RIR_001_case23_edc,3.0,3.0,2.5,1.4,2.0,1.5,1.0,1.0,1.5,0.18,0.25,0.26,0.23,0.22,0.22,0.21
RIR_001_case24_edc,3.0,3.0,2.5,1.4,2.0,1.5,1.0,1.0,1.5,0.14,0.27,0.36,0.3,0.24,0.24,0.03
RIR_001_case26_edc,3.0,3.0,2.5,1.4,2.0,1.5,1.0,1.0,1.5,0.12,0.12,0.12,0.17,0.16,0.15,0.02
RIR_001_case27_edc,3.0,3.0,2.5,1.4,2.0,1.5,1.0,1.0,1.5,0.17,0.18,0.18,0.21,0.19,0.16,0.03
RIR_001_case28_edc,3.0,3.0,2.5,1.4,2.0,1.5,1.0,1.0,1.5,0.11,0.11,0.11,0.17,0.16,0.14,0.02
RIR_001_case29_edc,3.0,3.0,2.5,1.4,2.0,1.5,1.0,1.0,1.5,0.13,0.17,0.22,0.26,0.26,0.27,0.14
RIR_001_case30_edc,3.0,3.0,2.5,1.4,2.0,1.5,1.0,1.0,1.5,0.16,0.18,0.17,0.14,0.07,0.07,0.02
RIR_001_case31_edc,3.0,3.0,2.5,1.4,2.0,1.5,1.0,1.0,1.5,0.11,0.19,0.19,0.19,0.2,0.21,0.21
RIR_002_case0_edc,3.0,3.0,2.5,1.0,1.8,1.5,2.0,1.8,1.5,0.19,0.34,0.55,0.62,0.62,0.64,0.64
RIR_002_case1_edc,3.0,3.0,2.5,1.0,1.8,1.5,2.0,1.8,1.5,0.26,0.42,0.6,0.58,0.56,0.58,0.24
RIR_002_case2_edc,3.0,3.0,2.5,1.0,1.8,1.5,2.0,1.8,1.5,0.25,0.26,0.26,0.19,0.1,0.08,0.03
RIR_002_case3_edc,3.0,3.0,2.5,1.0,1.8,1.5,2.0,1.8,1.5,0.29,0.6,0.85,0.83,0.69,0.63,0.3
RIR_002_case4_edc,3.0,3.0,2.5,1.0,1.8,1.5,2.0,1.8,1.5,0.26,0.42,0.61,0.61,0.61,0.64,0.24
RIR_002_case5_edc,3.0,3.0,2.5,1.0,1.8,1.5,2.0,1.8,1.5,0.24,0.38,0.5,0.47,0.37,0.32,0.1
RIR_002_case6_edc,3.0,3.0,2.5,1.0,1.8,1.5,2.0,1.8,1.5,0.2,0.34,0.45,0.44,0.38,0.34,0.01
RIR_002_case7_edc,3.0,3.0,2.5,1.0,1.8,1.5,2.0,1.8,1.5,0.14,0.16,0.25,0.24,0.22,0.24,0.01
RIR_002_case8_edc,3.0,3.0,2.5,1.0,1.8,1.5,2.0,1.8,1.5,0.26,0.32,0.32,0.27,0.24,0.22,0.21
RIR_002_case9_edc,3.0,3.0,2.5,1.0,1.8,1.5,2.0,1.8,1.5,0.22,0.34,0.39,0.41,0.4,0.4,0.39
RIR_002_case10_edc,3.0,3.0,2.5,1.0,1.8,1.5,2.0,1.8,1.5,0.2,0.35,0.46,0.45,0.36,0.32,0.1
RIR_002_case12_edc,3.0,3.0,2.5,1.0,1.8,1.5,2.0,1.8,1.5,0.25,0.48,0.62,0.6,0.52,0.49,0.27
RIR_002_case13_edc,3.0,3.0,2.5,1.0,1.8,1.5,2.0,1.8,1.5,0.22,0.41,0.52,0.45,0.4,0.39,0.18
RIR_002_case14_edc,3.0,3.0,2.5,1.0,1.8,1.5,2.0,1.8,1.5,0.17,0.15,0.14,0.18,0.17,0.16,0.03
RIR_002_case15_edc,3.0,3.0,2.5,1.0,1.8,1.5,2.0,1.8,1.5,0.22,0.21,0.2,0.22,0.2,0.17,0.04
RIR_002_case16_edc,3.0,3.0,2.5,1.0,1.8,1.5,2.0,1.8,1.5,0.19,0.3,0.38,0.45,0.39,0.31,0.01
RIR_002_case17_edc,3.0,3.0,2.5,1.0,1.8,1.5,2.0,1.8,1.5,0.15,0.23,0.3,0.39,0.37,0.36,0.22
RIR_002_case18_edc,3.0,3.0,2.5,1.0,1.8,1.5,2.0,1.8,1.5,0.27,0.24,0.22,0.17,0.09,0.08,0.02
RIR_002_case19_edc,3.0,3.0,2.5,1.0,1.8,1.5,2.0,1.8,1.5,0.22,0.26,0.24,0.22,0.22,0.22,0.2
RIR_002_case20_edc,3.0,3.0,2.5,1.0,1.8,1.5,2.0,1.8,1.5,0.17,0.19,0.2,0.16,0.08,0.07,0.02
RIR_002_case21_edc,3.0,3.0,2.5,1.0,1.8,1.5,2.0,1.8,1.5,0.11,0.12,0.13,0.18,0.17,0.14,0.01
RIR_002_case22_edc,3.0,3.0,2.5,1.0,1.8,1.5,2.0,1.8,1.5,0.09,0.05,0.04,0.04,0.03,0.02,0.02
RIR_002_case23_edc,3.0,3.0,2.5,1.0,1.8,1.5,2.0,1.8,1.5,0.18,0.25,0.26,0.23,0.22,0.22,0.21
RIR_002_case24_edc,3.0,3.0,2.5,1.0,1.8,1.5,2.0,1.8,1.5,0.14,0.27,0.36,0.3,0.24,0.24,0.03
RIR_002_case26_edc,3.0,3.0,2.5,1.0,1.8,1.5,2.0,1.8,1.5,0.12,0.12,0.12,0.17,0.16,0.15,0.02
RIR_002_case27_edc,3.0,3.0,2.5,1.0,1.8,1.5,2.0,1.8,1.5,0.17,0.18,0.18,0.21,0.19,0.16,0.03
RIR_002_case28_edc,3.0,3.0,2.5,1.0,1.8,1.5,2.0,1.8,1.5,0.11,0.11,0.11,0.17,0.16,0.14,0.02
RIR_002_case29_edc,3.0,3.0,2.5,1.0,1.8,1.5,2.0,1.8,1.5,0.13,0.17,0.22,0.26,0.26,0.27,0.14
RIR_002_case30_edc,3.0,3.0,2.5,1.0,1.8,1.5,2.0,1.8,1.5,0.16,0.18,0.17,0.14,0.07,0.07,0.02
RIR_002_case31_edc,3.0,3.0,2.5,1.0,1.8,1.5,2.0,1.8,1.5,0.11,0.19,0.19,0.19,0.2,0.21,0.21
RIR_003_case0_edc,3.0,3.0,2.5,2.0,2.0,1.5,1.0,1.0,1.5,0.19,0.34,0.55,0.62,0.62,0.64,0.64
RIR_003_case1_edc,3.0,3.0,2.5,2.0,2.0,1.5,1.0,1.0,1.5,0.26,0.42,0.6,0.58,0.56,0.58,0.24
RIR_003_case2_edc,3.0,3.0,2.5,2.0,2.0,1.5,1.0,1.0,1.5,0.25,0.26,0.26,0.19,0.1,0.08,0.03
RIR_003_case3_edc,3.0,3.0,2.5,2.0,2.0,1.5,1.0,1.0,1.5,0.29,0.6,0.85,0.83,0.69,0.63,0.3
RIR_003_case4_edc,3.0,3.0,2.5,2.0,2.0,1.5,1.0,1.0,1.5,0.26,0.42,0.61,0.61,0.61,0.64,0.24
RIR_003_case5_edc,3.0,3.0,2.5,2.0,2.0,1.5,1.0,1.0,1.5,0.24,0.38,0.5,0.47,0.37,0.32,0.1
RIR_003_case6_edc,3.0,3.0,2.5,2.0,2.0,1.5,1.0,1.0,1.5,0.2,0.34,0.45,0.44,0.38,0.34,0.01
RIR_003_case7_edc,3.0,3.0,2.5,2.0,2.0,1.5,1.0,1.0,1.5,0.14,0.16,0.25,0.24,0.22,0.24,0.01
RIR_003_case8_edc,3.0,3.0,2.5,2.0,2.0,1.5,1.0,1.0,1.5,0.26,0.32,0.32,0.27,0.24,0.22,0.21
RIR_003_case9_edc,3.0,3.0,2.5,2.0,2.0,1.5,1.0,1.0,1.5,0.22,0.34,0.39,0.41,0.4,0.4,0.39
RIR_003_case10_edc,3.0,3.0,2.5,2.0,2.0,1.5,1.0,1.0,1.5,0.2,0.35,0.46,0.45,0.36,0.32,0.1
RIR_003_case12_edc,3.0,3.0,2.5,2.0,2.0,1.5,1.0,1.0,1.5,0.25,0.48,0.62,0.6,0.52,0.49,0.27
RIR_003_case13_edc,3.0,3.0,2.5,2.0,2.0,1.5,1.0,1.0,1.5,0.22,0.41,0.52,0.45,0.4,0.39,0.18
RIR_003_case14_edc,3.0,3.0,2.5,2.0,2.0,1.5,1.0,1.0,1.5,0.17,0.15,0.14,0.18,0.17,0.16,0.03
RIR_003_case15_edc,3.0,3.0,2.5,2.0,2.0,1.5,1.0,1.0,1.5,0.22,0.21,0.2,0.22,0.2,0.17,0.04
RIR_003_case16_edc,3.0,3.0,2.5,2.0,2.0,1.5,1.0,1.0,1.5,0.19,0.3,0.38,0.45,0.39,0.31,0.01
RIR_003_case17_edc,3.0,3.0,2.5,2.0,2.0,1.5,1.0,1.0,1.5,0.15,0.23,0.3,0.39,0.37,0.36,0.22
RIR_003_case18_edc,3.0,3.0,2.5,2.0,2.0,1.5,1.0,1.0,1.5,0.27,0.24,0.22,0.17,0.09,0.08,0.02
RIR_003_case19_edc,3.0,3.0,2.5,2.0,2.0,1.5,1.0,1.0,1.5,0.22,0.26,0.24,0.22,0.22,0.22,0.2
RIR_003_case20_edc,3.0,3.0,2.5,2.0,2.0,1.5,1.0,1.0,1.5,0.17,0.19,0.2,0.16,0.08,0.07,0.02
RIR_003_case21_edc,3.0,3.0,2.5,2.0,2.0,1.5,1.0,1.0,1.5,0.11,0.12,0.13,0.18,0.17,0.14,0.01
RIR_003_case22_edc,3.0,3.0,2.5,2.0,2.0,1.5,1.0,1.0,1.5,0.09,0.05,0.04,0.04,0.03,0.02,0.02
RIR_003_case23_edc,3.0,3.0,2.5,2.0,2.0,1.5,1.0,1.0,1.5,0.18,0.25,0.26,0.23,0.22,0.22,0.21
RIR_003_case24_edc,3.0,3.0,2.5,2.0,2.0,1.5,1.0,1.0,1.5,0.14,0.27,0.36,0.3,0.24,0.24,0.03
RIR_003_case26_edc,3.0,3.0,2.5,2.0,2.0,1.5,1.0,1.0,1.5,0.12,0.12,0.12,0.17,0.16,0.15,0.02
RIR_003_case27_edc,3.0,3.0,2.5,2.0,2.0,1.5,1.0,1.0,1.5,0.17,0.18,0.18,0.21,0.19,0.16,0.03
RIR_003_case28_edc,3.0,3.0,2.5,2.0,2.0,1.5,1.0,1.0,1.5,0.11,0.11,0.11,0.17,0.16,0.14,0.02
RIR_003_case29_edc,3.0,3.0,2.5,2.0,2.0,1.5,1.0,1.0,1.5,0.13,0.17,0.22,0.26,0.26,0.27,0.14
RIR_003_case30_edc,3.0,3.0,2.5,2.0,2.0,1.5,1.0,1.0,1.5,0.16,0.18,0.17,0.14,0.07,0.07,0.02
RIR_003_case31_edc,3.0,3.0,2.5,2.0,2.0,1.5,1.0,1.0,1.5,0.11,0.19,0.19,0.19,0.2,0.21,0.21
RIR_004_case0_edc,3.0,3.0,3.0,1.4,2.0,1.5,1.0,1.0,1.5,0.19,0.34,0.55,0.62,0.62,0.64,0.64
RIR_004_case1_edc,3.0,3.0,3.0,1.4,2.0,1.5,1.0,1.0,1.5,0.26,0.42,0.6,0.58,0.56,0.58,0.24
RIR_004_case2_edc,3.0,3.0,3.0,1.4,2.0,1.5,1.0,1.0,1.5,0.25,0.26,0.26,0.19,0.1,0.08,0.03
RIR_004_case3_edc,3.0,3.0,3.0,1.4,2.0,1.5,1.0,1.0,1.5,0.29,0.6,0.85,0.83,0.69,0.63,0.3
RIR_004_case4_edc,3.0,3.0,3.0,1.4,2.0,1.5,1.0,1.0,1.5,0.26,0.42,0.61,0.61,0.61,0.64,0.24
RIR_004_case5_edc,3.0,3.0,3.0,1.4,2.0,1.5,1.0,1.0,1.5,0.24,0.38,0.5,0.47,0.37,0.32,0.1
RIR_004_case6_edc,3.0,3.0,3.0,1.4,2.0,1.5,1.0,1.0,1.5,0.2,0.34,0.45,0.44,0.38,0.34,0.01
RIR_004_case7_edc,3.0,3.0,3.0,1.4,2.0,1.5,1.0,1.0,1.5,0.14,0.16,0.25,0.24,0.22,0.24,0.01
RIR_004_case8_edc,3.0,3.0,3.0,1.4,2.0,1.5,1.0,1.0,1.5,0.26,0.32,0.32,0.27,0.24,0.22,0.21
RIR_004_case9_edc,3.0,3.0,3.0,1.4,2.0,1.5,1.0,1.0,1.5,0.22,0.34,0.39,0.41,0.4,0.4,0.39
RIR_004_case10_edc,3.0,3.0,3.0,1.4,2.0,1.5,1.0,1.0,1.5,0.2,0.35,0.46,0.45,0.36,0.32,0.1
RIR_004_case12_edc,3.0,3.0,3.0,1.4,2.0,1.5,1.0,1.0,1.5,0.25,0.48,0.62,0.6,0.52,0.49,0.27
RIR_004_case13_edc,3.0,3.0,3.0,1.4,2.0,1.5,1.0,1.0,1.5,0.22,0.41,0.52,0.45,0.4,0.39,0.18
RIR_004_case14_edc,3.0,3.0,3.0,1.4,2.0,1.5,1.0,1.0,1.5,0.17,0.15,0.14,0.18,0.17,0.16,0.03
RIR_004_case15_edc,3.0,3.0,3.0,1.4,2.0,1.5,1.0,1.0,1.5,0.22,0.21,0.2,0.22,0.2,0.17,0.04
RIR_004_case16_edc,3.0,3.0,3.0,1.4,2.0,1.5,1.0,1.0,1.5,0.19,0.3,0.38,0.45,0.39,0.31,0.01
RIR_004_case17_edc,3.0,3.0,3.0,1.4,2.0,1.5,1.0,1.0,1.5,0.15,0.23,0.3,0.39,0.37,0.36,0.22
RIR_004_case18_edc,3.0,3.0,3.0,1.4,2.0,1.5,1.0,1.0,1.5,0.27,0.24,0.22,0.17,0.09,0.08,0.02
RIR_004_case19_edc,3.0,3.0,3.0,1.4,2.0,1.5,1.0,1.0,1.5,0.22,0.26,0.24,0.22,0.22,0.22,0.2
RIR_004_case20_edc,3.0,3.0,3.0,1.4,2.0,1.5,1.0,1.0,1.5,0.17,0.19,0.2,0.16,0.08,0.07,0.02
RIR_004_case21_edc,3.0,3.0,3.0,1.4,2.0,1.5,1.0,1.0,1.5,0.11,0.12,0.13,0.18,0.17,0.14,0.01
RIR_004_case22_edc,3.0,3.0,3.0,1.4,2.0,1.5,1.0,1.0,1.5,0.09,0.05,0.04,0.04,0.03,0.02,0.02
RIR_004_case23_edc,3.0,3.0,3.0,1.4,2.0,1.5,1.0,1.0,1.5,0.18,0.25,0.26,0.23,0.22,0.22,0.21
RIR_004_case24_edc,3.0,3.0,3.0,1.4,2.0,1.5,1.0,1.0,1.5,0.14,0.27,0.36,0.3,0.24,0.24,0.03
RIR_004_case26_edc,3.0,3.0,3.0,1.4,2.0,1.5,1.0,1.0,1.5,0.12,0.12,0.12,0.17,0.16,0.15,0.02
RIR_004_case27_edc,3.0,3.0,3.0,1.4,2.0,1.5,1.0,1.0,1.5,0.17,0.18,0.18,0.21,0.19,0.16,0.03
RIR_004_case28_edc,3.0,3.0,3.0,1.4,2.0,1.5,1.0,1.0,1.5,0.11,0.11,0.11,0.17,0.16,0.14,0.02
RIR_004_case29_edc,3.0,3.0,3.0,1.4,2.0,1.5,1.0,1.0,1.5,0.13,0.17,0.22,0.26,0.26,0.27,0.14
RIR_004_case30_edc,3.0,3.0,3.0,1.4,2.0,1.5,1.0,1.0,1.5,0.16,0.18,0.17,0.14,0.07,0.07,0.02
RIR_004_case31_edc,3.0,3.0,3.0,1.4,2.0,1.5,1.0,1.0,1.5,0.11,0.19,0.19,0.19,0.2,0.21,0.21
RIR_005_case0_edc,3.0,3.0,3.0,1.0,1.8,1.5,2.0,1.8,1.5,0.19,0.34,0.55,0.62,0.62,0.64,0.64
RIR_005_case1_edc,3.0,3.0,3.0,1.0,1.8,1.5,2.0,1.8,1.5,0.26,0.42,0.6,0.58,0.56,0.58,0.24
RIR_005_case2_edc,3.0,3.0,3.0,1.0,1.8,1.5,2.0,1.8,1.5,0.25,0.26,0.26,0.19,0.1,0.08,0.03
RIR_005_case3_edc,3.0,3.0,3.0,1.0,1.8,1.5,2.0,1.8,1.5,0.29,0.6,0.85,0.83,0.69,0.63,0.3
RIR_005_case4_edc,3.0,3.0,3.0,1.0,1.8,1.5,2.0,1.8,1.5,0.26,0.42,0.61,0.61,0.61,0.64,0.24
RIR_005_case5_edc,3.0,3.0,3.0,1.0,1.8,1.5,2.0,1.8,1.5,0.24,0.38,0.5,0.47,0.37,0.32,0.1
RIR_005_case6_edc,3.0,3.0,3.0,1.0,1.8,1.5,2.0,1.8,1.5,0.2,0.34,0.45,0.44,0.38,0.34,0.01
RIR_005_case7_edc,3.0,3.0,3.0,1.0,1.8,1.5,2.0,1.8,1.5,0.14,0.16,0.25,0.24,0.22,0.24,0.01
RIR_005_case8_edc,3.0,3.0,3.0,1.0,1.8,1.5,2.0,1.8,1.5,0.26,0.32,0.32,0.27,0.24,0.22,0.21
RIR_005_case9_edc,3.0,3.0,3.0,1.0,1.8,1.5,2.0,1.8,1.5,0.22,0.34,0.39,0.41,0.4,0.4,0.39
RIR_005_case10_edc,3.0,3.0,3.0,1.0,1.8,1.5,2.0,1.8,1.5,0.2,0.35,0.46,0.45,0.36,0.32,0.1
RIR_005_case12_edc,3.0,3.0,3.0,1.0,1.8,1.5,2.0,1.8,1.5,0.25,0.48,0.62,0.6,0.52,0.49,0.27
RIR_005_case13_edc,3.0,3.0,3.0,1.0,1.8,1.5,2.0,1.8,1.5,0.22,0.41,0.52,0.45,0.4,0.39,0.18
RIR_005_case14_edc,3.0,3.0,3.0,1.0,1.8,1.5,2.0,1.8,1.5,0.17,0.15,0.14,0.18,0.17,0.16,0.03
RIR_005_case15_edc,3.0,3.0,3.0,1.0,1.8,1.5,2.0,1.8,1.5,0.22,0.21,0.2,0.22,0.2,0.17,0.04
RIR_005_case16_edc,3.0,3.0,3.0,1.0,1.8,1.5,2.0,1.8,1.5,0.19,0.3,0.38,0.45,0.39,0.31,0.01
RIR_005_case17_edc,3.0,3.0,3.0,1.0,1.8,1.5,2.0,1.8,1.5,0.15,0.23,0.3,0.39,0.37,0.36,0.22
RIR_005_case18_edc,3.0,3.0,3.0,1.0,1.8,1.5,2.0,1.8,1.5,0.27,0.24,0.22,0.17,0.09,0.08,0.02
RIR_005_case19_edc,3.0,3.0,3.0,1.0,1.8,1.5,2.0,1.8,1.5,0.22,0.26,0.24,0.22,0.22,0.22,0.2
RIR_005_case20_edc,3.0,3.0,3.0,1.0,1.8,1.5,2.0,1.8,1.5,0.17,0.19,0.2,0.16,0.08,0.07,0.02
RIR_005_case21_edc,3.0,3.0,3.0,1.0,1.8,1.5,2.0,1.8,1.5,0.11,0.12,0.13,0.18,0.17,0.14,0.01
RIR_005_case22_edc,3.0,3.0,3.0,1.0,1.8,1.5,2.0,1.8,1.5,0.09,0.05,0.04,0.04,0.03,0.02,0.02
RIR_005_case23_edc,3.0,3.0,3.0,1.0,1.8,1.5,2.0,1.8,1.5,0.18,0.25,0.26,0.23,0.22,0.22,0.21
RIR_005_case24_edc,3.0,3.0,3.0,1.0,1.8,1.5,2.0,1.8,1.5,0.14,0.27,0.36,0.3,0.24,0.24,0.03
RIR_005_case26_edc,3.0,3.0,3.0,1.0,1.8,1.5,2.0,1.8,1.5,0.12,0.12,0.12,0.17,0.16,0.15,0.02
RIR_005_case27_edc,3.0,3.0,3.0,1.0,1.8,1.5,2.0,1.8,1.5,0.17,0.18,0.18,0.21,0.19,0.16,0.03
RIR_005_case28_edc,3.0,3.0,3.0,1.0,1.8,1.5,2.0,1.8,1.5,0.11,0.11,0.11,0.17,0.16,0.14,0.02
RIR_005_case29_edc,3.0,3.0,3.0,1.0,1.8,1.5,2.0,1.8,1.5,0.13,0.17,0.22,0.26,0.26,0.27,0.14
RIR_005_case30_edc,3.0,3.0,3.0,1.0,1.8,1.5,2.0,1.8,1.5,0.16,0.18,0.17,0.14,0.07,0.07,0.02
RIR_005_case31_edc,3.0,3.0,3.0,1.0,1.8,1.5,2.0,1.8,1.5,0.11,0.19,0.19,0.19,0.2,0.21,0.21
RIR_006_case0_edc,3.0,3.0,3.0,2.0,2.0,1.5,1.0,1.0,1.5,0.19,0.34,0.55,0.62,0.62,0.64,0.64
RIR_006_case1_edc,3.0,3.0,3.0,2.0,2.0,1.5,1.0,1.0,1.5,0.26,0.42,0.6,0.58,0.56,0.58,0.24
RIR_006_case2_edc,3.0,3.0,3.0,2.0,2.0,1.5,1.0,1.0,1.5,0.25,0.26,0.26,0.19,0.1,0.08,0.03
RIR_006_case3_edc,3.0,3.0,3.0,2.0,2.0,1.5,1.0,1.0,1.5,0.29,0.6,0.85,0.83,0.69,0.63,0.3
RIR_006_case4_edc,3.0,3.0,3.0,2.0,2.0,1.5,1.0,1.0,1.5,0.26,0.42,0.61,0.61,0.61,0.64,0.24
RIR_006_case5_edc,3.0,3.0,3.0,2.0,2.0,1.5,1.0,1.0,1.5,0.24,0.38,0.5,0.47,0.37,0.32,0.1
RIR_006_case6_edc,3.0,3.0,3.0,2.0,2.0,1.5,1.0,1.0,1.5,0.2,0.34,0.45,0.44,0.38,0.34,0.01
RIR_006_case7_edc,3.0,3.0,3.0,2.0,2.0,1.5,1.0,1.0,1.5,0.14,0.16,0.25,0.24,0.22,0.24,0.01
RIR_006_case8_edc,3.0,3.0,3.0,2.0,2.0,1.5,1.0,1.0,1.5,0.26,0.32,0.32,0.27,0.24,0.22,0.21
RIR_006_case9_edc,3.0,3.0,3.0,2.0,2.0,1.5,1.0,1.0,1.5,0.22,0.34,0.39,0.41,0.4,0.4,0.39
RIR_006_case10_edc,3.0,3.0,3.0,2.0,2.0,1.5,1.0,1.0,1.5,0.2,0.35,0.46,0.45,0.36,0.32,0.1
RIR_006_case12_edc,3.0,3.0,3.0,2.0,2.0,1.5,1.0,1.0,1.5,0.25,0.48,0.62,0.6,0.52,0.49,0.27
RIR_006_case13_edc,3.0,3.0,3.0,2.0,2.0,1.5,1.0,1.0,1.5,0.22,0.41,0.52,0.45,0.4,0.39,0.18
RIR_006_case14_edc,3.0,3.0,3.0,2.0,2.0,1.5,1.0,1.0,1.5,0.17,0.15,0.14,0.18,0.17,0.16,0.03
RIR_006_case15_edc,3.0,3.0,3.0,2.0,2.0,1.5,1.0,1.0,1.5,0.22,0.21,0.2,0.22,0.2,0.17,0.04
RIR_006_case16_edc,3.0,3.0,3.0,2.0,2.0,1.5,1.0,1.0,1.5,0.19,0.3,0.38,0.45,0.39,0.31,0.01
RIR_006_case17_edc,3.0,3.0,3.0,2.0,2.0,1.5,1.0,1.0,1.5,0.15,0.23,0.3,0.39,0.37,0.36,0.22
RIR_006_case18_edc,3.0,3.0,3.0,2.0,2.0,1.5,1.0,1.0,1.5,0.27,0.24,0.22,0.17,0.09,0.08,0.02
RIR_006_case19_edc,3.0,3.0,3.0,2.0,2.0,1.5,1.0,1.0,1.5,0.22,0.26,0.24,0.22,0.22,0.22,0.2
RIR_006_case20_edc,3.0,3.0,3.0,2.0,2.0,1.5,1.0,1.0,1.5,0.17,0.19,0.2,0.16,0.08,0.07,0.02
RIR_006_case21_edc,3.0,3.0,3.0,2.0,2.0,1.5,1.0,1.0,1.5,0.11,0.12,0.13,0.18,0.17,0.14,0.01
RIR_006_case22_edc,3.0,3.0,3.0,2.0,2.0,1.5,1.0,1.0,1.5,0.09,0.05,0.04,0.04,0.03,0.02,0.02
RIR_006_case23_edc,3.0,3.0,3.0,2.0,2.0,1.5,1.0,1.0,1.5,0.18,0.25,0.26,0.23,0.22,0.22,0.21
RIR_006_case24_edc,3.0,3.0,3.0,2.0,2.0,1.5,1.0,1.0,1.5,0.14,0.27,0.36,0.3,0.24,0.24,0.03
RIR_006_case26_edc,3.0,3.0,3.0,2.0,2.0,1.5,1.0,1.0,1.5,0.12,0.12,0.12,0.17,0.16,0.15,0.02
RIR_006_case27_edc,3.0,3.0,3.0,2.0,2.0,1.5,1.0,1.0,1.5,0.17,0.18,0.18,0.21,0.19,0.16,0.03
RIR_006_case28_edc,3.0,3.0,3.0,2.0,2.0,1.5,1.0,1.0,1.5,0.11,0.11,0.11,0.17,0.16,0.14,0.02
RIR_006_case29_edc,3.0,3.0,3.0,2.0,2.0,1.5,1.0,1.0,1.5,0.13,0.17,0.22,0.26,0.26,0.27,0.14
RIR_006_case30_edc,3.0,3.0,3.0,2.0,2.0,1.5,1.0,1.0,1.5,0.16,0.18,0.17,0.14,0.07,0.07,0.02
RIR_006_case31_edc,3.0,3.0,3.0,2.0,2.0,1.5,1.0,1.0,1.5,0.11,0.19,0.19,0.19,0.2,0.21,0.21
RIR_007_case0_edc,3.0,3.0,3.5,1.4,2.0,1.5,1.0,1.0,1.5,0.19,0.34,0.55,0.62,0.62,0.64,0.64
RIR_007_case1_edc,3.0,3.0,3.5,1.4,2.0,1.5,1.0,1.0,1.5,0.26,0.42,0.6,0.58,0.56,0.58,0.24
RIR_007_case2_edc,3.0,3.0,3.5,1.4,2.0,1.5,1.0,1.0,1.5,0.25,0.26,0.26,0.19,0.1,0.08,0.03
