ID,Length,Width,Height,Source_X,Source_Y,Source_Z,Receiver_X,Receiver_Y,Receiver_Z,f1,f2,f3,f4,f5,f6,f7
RIR_060_case23_edc,3.0,5.0,4.0,1.0,1.4,1.5,1.4,3.8,1.5,0.18,0.25,0.26,0.23,0.22,0.22,0.21
RIR_060_case24_edc,3.0,5.0,4.0,1.0,1.4,1.5,1.4,3.8,1.5,0.14,0.27,0.36,0.3,0.24,0.24,0.03
RIR_060_case26_edc,3.0,5.0,4.0,1.0,1.4,1.5,1.4,3.8,1.5,0.12,0.12,0.12,0.17,0.16,0.15,0.02
RIR_060_case27_edc,3.0,5.0,4.0,1.0,1.4,1.5,1.4,3.8,1.5,0.17,0.18,0.18,0.21,0.19,0.16,0.03
RIR_060_case28_edc,3.0,5.0,4.0,1.0,1.4,1.5,1.4,3.8,1.5,0.11,0.11,0.11,0.17,0.16,0.14,0.02
RIR_060_case29_edc,3.0,5.0,4.0,1.0,1.4,1.5,1.4,3.8,1.5,0.13,0.17,0.22,0.26,0.26,0.27,0.14
RIR_060_case30_edc,3.0,5.0,4.0,1.0,1.4,1.5,1.4,3.8,1.5,0.16,0.18,0.17,0.14,0.07,0.07,0.02
RIR_060_case31_edc,3.0,5.0,4.0,1.0,1.4,1.5,1.4,3.8,1.5,0.11,0.19,0.19,0.19,0.2,0.21,0.21
RIR_061_case0_edc,3.0,5.5,2.5,1.4,3.4,1.5,1.0,1.0,1.5,0.19,0.34,0.55,0.62,0.62,0.64,0.64
RIR_061_case1_edc,3.0,5.5,2.5,1.4,3.4,1.5,1.0,1.0,1.5,0.26,0.42,0.6,0.58,0.56,0.58,0.24
RIR_061_case2_edc,3.0,5.5,2.5,1.4,3.4,1.5,1.0,1.0,1.5,0.25,0.26,0.26,0.19,0.1,0.08,0.03
RIR_061_case3_edc,3.0,5.5,2.5,1.4,3.4,1.5,1.0,1.0,1.5,0.29,0.6,0.85,0.83,0.69,0.63,0.3
RIR_061_case4_edc,3.0,5.5,2.5,1.4,3.4,1.5,1.0,1.0,1.5,0.26,0.42,0.61,0.61,0.61,0.64,0.24
RIR_061_case5_edc,3.0,5.5,2.5,1.4,3.4,1.5,1.0,1.0,1.5,0.24,0.38,0.5,0.47,0.37,0.32,0.1
RIR_061_case6_edc,3.0,5.5,2.5,1.4,3.4,1.5,1.0,1.0,1.5,0.2,0.34,0.45,0.44,0.38,0.34,0.01
RIR_061_case7_edc,3.0,5.5,2.5,1.4,3.4,1.5,1.0,1.0,1.5,0.14,0.16,0.25,0.24,0.22,0.24,0.01
RIR_061_case8_edc,3.0,5.5,2.5,1.4,3.4,1.5,1.0,1.0,1.5,0.26,0.32,0.32,0.27,0.24,0.22,0.21
RIR_061_case9_edc,3.0,5.5,2.5,1.4,3.4,1.5,1.0,1.0,1.5,0.22,0.34,0.39,0.41,0.4,0.4,0.39
RIR_061_case10_edc,3.0,5.5,2.5,1.4,3.4,1.5,1.0,1.0,1.5,0.2,0.35,0.46,0.45,0.36,0.32,0.1
RIR_061_case12_edc,3.0,5.5,2.5,1.4,3.4,1.5,1.0,1.0,1.5,0.25,0.48,0.62,0.6,0.52,0.49,0.27
RIR_061_case13_edc,3.0,5.5,2.5,1.4,3.4,1.5,1.0,1.0,1.5,0.22,0.41,0.52,0.45,0.4,0.39,0.18
RIR_061_case14_edc,3.0,5.5,2.5,1.4,3.4,1.5,1.0,1.0,1.5,0.17,0.15,0.14,0.18,0.17,0.16,0.03
RIR_061_case15_edc,3.0,5.5,2.5,1.4,3.4,1.5,1.0,1.0,1.5,0.22,0.21,0.2,0.22,0.2,0.17,0.04
RIR_061_case16_edc,3.0,5.5,2.5,1.4,3.4,1.5,1.0,1.0,1.5,0.19,0.3,0.38,0.45,0.39,0.31,0.01
RIR_061_case17_edc,3.0,5.5,2.5,1.4,3.4,1.5,1.0,1.0,1.5,0.15,0.23,0.3,0.39,0.37,0.36,0.22
RIR_061_case18_edc,3.0,5.5,2.5,1.4,3.4,1.5,1.0,1.0,1.5,0.27,0.24,0.22,0.17,0.09,0.08,0.02
RIR_061_case19_edc,3.0,5.5,2.5,1.4,3.4,1.5,1.0,1.0,1.5,0.22,0.26,0.24,0.22,0.22,0.22,0.2
RIR_061_case20_edc,3.0,5.5,2.5,1.4,3.4,1.5,1.0,1.0,1.5,0.17,0.19,0.2,0.16,0.08,0.07,0.02
RIR_061_case21_edc,3.0,5.5,2.5,1.4,3.4,1.5,1.0,1.0,1.5,0.11,0.12,0.13,0.18,0.17,0.14,0.01
RIR_061_case22_edc,3.0,5.5,2.5,1.4,3.4,1.5,1.0,1.0,1.5,0.09,0.05,0.04,0.04,0.03,0.02,0.02
RIR_061_case23_edc,3.0,5.5,2.5,1.4,3.4,1.5,1.0,1.0,1.5,0.18,0.25,0.26,0.23,0.22,0.22,0.21
RIR_061_case24_edc,3.0,5.5,2.5,1.4,3.4,1.5,1.0,1.0,1.5,0.14,0.27,0.36,0.3,0.24,0.24,0.03
RIR_061_case26_edc,3.0,5.5,2.5,1.4,3.4,1.5,1.0,1.0,1.5,0.12,0.12,0.12,0.17,0.16,0.15,0.02
RIR_061_case27_edc,3.0,5.5,2.5,1.4,3.4,1.5,1.0,1.0,1.5,0.17,0.18,0.18,0.21,0.19,0.16,0.03
RIR_061_case28_edc,3.0,5.5,2.5,1.4,3.4,1.5,1.0,1.0,1.5,0.11,0.11,0.11,0.17,0.16,0.14,0.02
RIR_061_case29_edc,3.0,5.5,2.5,1.4,3.4,1.5,1.0,1.0,1.5,0.13,0.17,0.22,0.26,0.26,0.27,0.14
RIR_061_case30_edc,3.0,5.5,2.5,1.4,3.4,1.5,1.0,1.0,1.5,0.16,0.18,0.17,0.14,0.07,0.07,0.02
RIR_061_case31_edc,3.0,5.5,2.5,1.4,3.4,1.5,1.0,1.0,1.5,0.11,0.19,0.19,0.19,0.2,0.21,0.21
RIR_062_case0_edc,3.0,5.5,2.5,1.8,1.8,1.5,1.0,1.0,1.5,0.19,0.34,0.55,0.62,0.62,0.64,0.64
RIR_062_case1_edc,3.0,5.5,2.5,1.8,1.8,1.5,1.0,1.0,1.5,0.26,0.42,0.6,0.58,0.56,0.58,0.24
RIR_062_case2_edc,3.0,5.5,2.5,1.8,1.8,1.5,1.0,1.0,1.5,0.25,0.26,0.26,0.19,0.1,0.08,0.03
RIR_062_case3_edc,3.0,5.5,2.5,1.8,1.8,1.5,1.0,1.0,1.5,0.29,0.6,0.85,0.83,0.69,0.63,0.3
RIR_062_case4_edc,3.0,5.5,2.5,1.8,1.8,1.5,1.0,1.0,1.5,0.26,0.42,0.61,0.61,0.61,0.64,0.24
RIR_062_case5_edc,3.0,5.5,2.5,1.8,1.8,1.5,1.0,1.0,1.5,0.24,0.38,0.5,0.47,0.37,0.32,0.1
RIR_062_case6_edc,3.0,5.5,2.5,1.8,1.8,1.5,1.0,1.0,1.5,0.2,0.34,0.45,0.44,0.38,0.34,0.01
RIR_062_case7_edc,3.0,5.5,2.5,1.8,1.8,1.5,1.0,1.0,1.5,0.14,0.16,0.25,0.24,0.22,0.24,0.01
RIR_062_case8_edc,3.0,5.5,2.5,1.8,1.8,1.5,1.0,1.0,1.5,0.26,0.32,0.32,0.27,0.24,0.22,0.21
RIR_062_case9_edc,3.0,5.5,2.5,1.8,1.8,1.5,1.0,1.0,1.5,0.22,0.34,0.39,0.41,0.4,0.4,0.39
RIR_062_case10_edc,3.0,5.5,2.5,1.8,1.8,1.5,1.0,1.0,1.5,0.2,0.35,0.46,0.45,0.36,0.32,0.1
RIR_062_case12_edc,3.0,5.5,2.5,1.8,1.8,1.5,1.0,1.0,1.5,0.25,0.48,0.62,0.6,0.52,0.49,0.27
RIR_062_case13_edc,3.0,5.5,2.5,1.8,1.8,1.5,1.0,1.0,1.5,0.22,0.41,0.52,0.45,0.4,0.39,0.18
RIR_062_case14_edc,3.0,5.5,2.5,1.8,1.8,1.5,1.0,1.0,1.5,0.17,0.15,0.14,0.18,0.17,0.16,0.03
RIR_062_case15_edc,3.0,5.5,2.5,1.8,1.8,1.5,1.0,1.0,1.5,0.22,0.21,0.2,0.22,0.2,0.17,0.04
RIR_062_case16_edc,3.0,5.5,2.5,1.8,1.8,1.5,1.0,1.0,1.5,0.19,0.3,0.38,0.45,0.39,0.31,0.01
RIR_062_case17_edc,3.0,5.5,2.5,1.8,1.8,1.5,1.0,1.0,1.5,0.15,0.23,0.3,0.39,0.37,0.36,0.22
RIR_062_case18_edc,3.0,5.5,2.5,1.8,1.8,1.5,1.0,1.0,1.5,0.27,0.24,0.22,0.17,0.09,0.08,0.02
RIR_062_case19_edc,3.0,5.5,2.5,1.8,1.8,1.5,1.0,1.0,1.5,0.22,0.26,0.24,0.22,0.22,0.22,0.2
RIR_062_case20_edc,3.0,5.5,2.5,1.8,1.8,1.5,1.0,1.0,1.5,0.17,0.19,0.2,0.16,0.08,0.07,0.02
RIR_062_case21_edc,3.0,5.5,2.5,1.8,1.8,1.5,1.0,1.0,1.5,0.11,0.12,0.13,0.18,0.17,0.14,0.01
RIR_062_case22_edc,3.0,5.5,2.5,1.8,1.8,1.5,1.0,1.0,1.5,0.09,0.05,0.04,0.04,0.03,0.02,0.02
RIR_062_case23_edc,3.0,5.5,2.5,1.8,1.8,1.5,1.0,1.0,1.5,0.18,0.25,0.26,0.23,0.22,0.22,0.21
RIR_062_case24_edc,3.0,5.5,2.5,1.8,1.8,1.5,1.0,1.0,1.5,0.14,0.27,0.36,0.3,0.24,0.24,0.03
RIR_062_case26_edc,3.0,5.5,2.5,1.8,1.8,1.5,1.0,1.0,1.5,0.12,0.12,0.12,0.17,0.16,0.15,0.02
RIR_062_case27_edc,3.0,5.5,2.5,1.8,1.8,1.5,1.0,1.0,1.5,0.17,0.18,0.18,0.21,0.19,0.16,0.03
RIR_062_case28_edc,3.0,5.5,2.5,1.8,1.8,1.5,1.0,1.0,1.5,0.11,0.11,0.11,0.17,0.16,0.14,0.02
RIR_062_case29_edc,3.0,5.5,2.5,1.8,1.8,1.5,1.0,1.0,1.5,0.13,0.17,0.22,0.26,0.26,0.27,0.14
RIR_062_case30_edc,3.0,5.5,2.5,1.8,1.8,1.5,1.0,1.0,1.5,0.16,0.18,0.17,0.14,0.07,0.07,0.02
RIR_062_case31_edc,3.0,5.5,2.5,1.8,1.8,1.5,1.0,1.0,1.5,0.11,0.19,0.19,0.19,0.2,0.21,0.21
RIR_063_case0_edc,3.0,5.5,2.5,1.0,1.4,1.5,1.4,2.6,1.5,0.19,0.34,0.55,0.62,0.62,0.64,0.64
RIR_063_case1_edc,3.0,5.5,2.5,1.0,1.4,1.5,1.4,2.6,1.5,0.26,0.42,0.6,0.58,0.56,0.58,0.24
RIR_063_case2_edc,3.0,5.5,2.5,1.0,1.4,1.5,1.4,2.6,1.5,0.25,0.26,0.26,0.19,0.1,0.08,0.03
RIR_063_case3_edc,3.0,5.5,2.5,1.0,1.4,1.5,1.4,2.6,1.5,0.29,0.6,0.85,0.83,0.69,0.63,0.3
RIR_063_case4_edc,3.0,5.5,2.5,1.0,1.4,1.5,1.4,2.6,1.5,0.26,0.42,0.61,0.61,0.61,0.64,0.24
RIR_063_case5_edc,3.0,5.5,2.5,1.0,1.4,1.5,1.4,2.6,1.5,0.24,0.38,0.5,0.47,0.37,0.32,0.1
RIR_063_case6_edc,3.0,5.5,2.5,1.0,1.4,1.5,1.4,2.6,1.5,0.2,0.34,0.45,0.44,0.38,0.34,0.01
RIR_063_case7_edc,3.0,5.5,2.5,1.0,1.4,1.5,1.4,2.6,1.5,0.14,0.16,0.25,0.24,0.22,0.24,0.01
RIR_063_case8_edc,3.0,5.5,2.5,1.0,1.4,1.5,1.4,2.6,1.5,0.26,0.32,0.32,0.27,0.24,0.22,0.21
RIR_063_case9_edc,3.0,5.5,2.5,1.0,1.4,1.5,1.4,2.6,1.5,0.22,0.34,0.39,0.41,0.4,0.4,0.39
RIR_063_case10_edc,3.0,5.5,2.5,1.0,1.4,1.5,1.4,2.6,1.5,0.2,0.35,0.46,0.45,0.36,0.32,0.1
RIR_063_case12_edc,3.0,5.5,2.5,1.0,1.4,1.5,1.4,2.6,1.5,0.25,0.48,0.62,0.6,0.52,0.49,0.27
RIR_063_case13_edc,3.0,5.5,2.5,1.0,1.4,1.5,1.4,2.6,1.5,0.22,0.41,0.52,0.45,0.4,0.39,0.18
RIR_063_case14_edc,3.0,5.5,2.5,1.0,1.4,1.5,1.4,2.6,1.5,0.17,0.15,0.14,0.18,0.17,0.16,0.03
RIR_063_case15_edc,3.0,5.5,2.5,1.0,1.4,1.5,1.4,2.6,1.5,0.22,0.21,0.2,0.22,0.2,0.17,0.04
RIR_063_case16_edc,3.0,5.5,2.5,1.0,1.4,1.5,1.4,2.6,1.5,0.19,0.3,0.38,0.45,0.39,0.31,0.01
RIR_063_case17_edc,3.0,5.5,2.5,1.0,1.4,1.5,1.4,2.6,1.5,0.15,0.23,0.3,0.39,0.37,0.36,0.22
RIR_063_case18_edc,3.0,5.5,2.5,1.0,1.4,1.5,1.4,2.6,1.5,0.27,0.24,0.22,0.17,0.09,0.08,0.02
RIR_063_case19_edc,3.0,5.5,2.5,1.0,1.4,1.5,1.4,2.6,1.5,0.22,0.26,0.24,0.22,0.22,0.22,0.2
RIR_063_case20_edc,3.0,5.5,2.5,1.0,1.4,1.5,1.4,2.6,1.5,0.17,0.19,0.2,0.16,0.08,0.07,0.02
RIR_063_case21_edc,3.0,5.5,2.5,1.0,1.4,1.5,1.4,2.6,1.5,0.11,0.12,0.13,0.18,0.17,0.14,0.01
RIR_063_case22_edc,3.0,5.5,2.5,1.0,1.4,1.5,1.4,2.6,1.5,0.09,0.05,0.04,0.04,0.03,0.02,0.02
RIR_063_case23_edc,3.0,5.5,2.5,1.0,1.4,1.5,1.4,2.6,1.5,0.18,0.25,0.26,0.23,0.22,0.22,0.21
RIR_063_case24_edc,3.0,5.5,2.5,1.0,1.4,1.5,1.4,2.6,1.5,0.14,0.27,0.36,0.3,0.24,0.24,0.03
RIR_063_case26_edc,3.0,5.5,2.5,1.0,1.4,1.5,1.4,2.6,1.5,0.12,0.12,0.12,0.17,0.16,0.15,0.02
RIR_063_case27_edc,3.0,5.5,2.5,1.0,1.4,1.5,1.4,2.6,1.5,0.17,0.18,0.18,0.21,0.19,0.16,0.03
RIR_063_case28_edc,3.0,5.5,2.5,1.0,1.4,1.5,1.4,2.6,1.5,0.11,0.11,0.11,0.17,0.16,0.14,0.02
RIR_063_case29_edc,3.0,5.5,2.5,1.0,1.4,1.5,1.4,2.6,1.5,0.13,0.17,0.22,0.26,0.26,0.27,0.14
RIR_063_case30_edc,3.0,5.5,2.5,1.0,1.4,1.5,1.4,2.6,1.5,0.16,0.18,0.17,0.14,0.07,0.07,0.02
RIR_063_case31_edc,3.0,5.5,2.5,1.0,1.4,1.5,1.4,2.6,1.5,0.11,0.19,0.19,0.19,0.2,0.21,0.21
RIR_064_case0_edc,3.0,5.5,3.0,1.4,3.4,1.5,1.0,1.0,1.5,0.19,0.34,0.55,0.62,0.62,0.64,0.64
RIR_064_case1_edc,3.0,5.5,3.0,1.4,3.4,1.5,1.0,1.0,1.5,0.26,0.42,0.6,0.58,0.56,0.58,0.24
RIR_064_case2_edc,3.0,5.5,3.0,1.4,3.4,1.5,1.0,1.0,1.5,0.25,0.26,0.26,0.19,0.1,0.08,0.03
RIR_064_case3_edc,3.0,5.5,3.0,1.4,3.4,1.5,1.0,1.0,1.5,0.29,0.6,0.85,0.83,0.69,0.63,0.3
RIR_064_case4_edc,3.0,5.5,3.0,1.4,3.4,1.5,1.0,1.0,1.5,0.26,0.42,0.61,0.61,0.61,0.64,0.24
RIR_064_case5_edc,3.0,5.5,3.0,1.4,3.4,1.5,1.0,1.0,1.5,0.24,0.38,0.5,0.47,0.37,0.32,0.1
RIR_064_case6_edc,3.0,5.5,3.0,1.4,3.4,1.5,1.0,1.0,1.5,0.2,0.34,0.45,0.44,0.38,0.34,0.01
RIR_064_case7_edc,3.0,5.5,3.0,1.4,3.4,1.5,1.0,1.0,1.5,0.14,0.16,0.25,0.24,0.22,0.24,0.01
RIR_064_case8_edc,3.0,5.5,3.0,1.4,3.4,1.5,1.0,1.0,1.5,0.26,0.32,0.32,0.27,0.24,0.22,0.21
RIR_064_case9_edc,3.0,5.5,3.0,1.4,3.4,1.5,1.0,1.0,1.5,0.22,0.34,0.39,0.41,0.4,0.4,0.39
RIR_064_case10_edc,3.0,5.5,3.0,1.4,3.4,1.5,1.0,1.0,1.5,0.2,0.35,0.46,0.45,0.36,0.32,0.1
RIR_064_case12_edc,3.0,5.5,3.0,1.4,3.4,1.5,1.0,1.0,1.5,0.25,0.48,0.62,0.6,0.52,0.49,0.27
RIR_064_case13_edc,3.0,5.5,3.0,1.4,3.4,1.5,1.0,1.0,1.5,0.22,0.41,0.52,0.45,0.4,0.39,0.18
RIR_064_case14_edc,3.0,5.5,3.0,1.4,3.4,1.5,1.0,1.0,1.5,0.17,0.15,0.14,0.18,0.17,0.16,0.03
RIR_064_case15_edc,3.0,5.5,3.0,1.4,3.4,1.5,1.0,1.0,1.5,0.22,0.21,0.2,0.22,0.2,0.17,0.04
RIR_064_case16_edc,3.0,5.5,3.0,1.4,3.4,1.5,1.0,1.0,1.5,0.19,0.3,0.38,0.45,0.39,0.31,0.01
RIR_064_case17_edc,3.0,5.5,3.0,1.4,3.4,1.5,1.0,1.0,1.5,0.15,0.23,0.3,0.39,0.37,0.36,0.22
RIR_064_case18_edc,3.0,5.5,3.0,1.4,3.4,1.5,1.0,1.0,1.5,0.27,0.24,0.22,0.17,0.09,0.08,0.02
RIR_064_case19_edc,3.0,5.5,3.0,1.4,3.4,1.5,1.0,1.0,1.5,0.22,0.26,0.24,0.22,0.22,0.22,0.2
RIR_064_case20_edc,3.0,5.5,3.0,1.4,3.4,1.5,1.0,1.0,1.5,0.17,0.19,0.2,0.16,0.08,0.07,0.02
RIR_064_case21_edc,3.0,5.5,3.0,1.4,3.4,1.5,1.0,1.0,1.5,0.11,0.12,0.13,0.18,0.17,0.14,0.01
RIR_064_case22_edc,3.0,5.5,3.0,1.4,3.4,1.5,1.0,1.0,1.5,0.09,0.05,0.04,0.04,0.03,0.02,0.02
RIR_064_case23_edc,3.0,5.5,3.0,1.4,3.4,1.5,1.0,1.0,1.5,0.18,0.25,0.26,0.23,0.22,0.22,0.21
RIR_064_case24_edc,3.0,5.5,3.0,1.4,3.4,1.5,1.0,1.0,1.5,0.14,0.27,0.36,0.3,0.24,0.24,0.03
RIR_064_case26_edc,3.0,5.5,3.0,1.4,3.4,1.5,1.0,1.0,1.5,0.12,0.12,0.12,0.17,0.16,0.15,0.02
RIR_064_case27_edc,3.0,5.5,3.0,1.4,3.4,1.5,1.0,1.0,1.5,0.17,0.18,0.18,0.21,0.19,0.16,0.03
RIR_064_case28_edc,3.0,5.5,3.0,1.4,3.4,1.5,1.0,1.0,1.5,0.11,0.11,0.11,0.17,0.16,0.14,0.02
RIR_064_case29_edc,3.0,5.5,3.0,1.4,3.4,1.5,1.0,1.0,1.5,0.13,0.17,0.22,0.26,0.26,0.27,0.14
RIR_064_case30_edc,3.0,5.5,3.0,1.4,3.4,1.5,1.0,1.0,1.5,0.16,0.18,0.17,0.14,0.07,0.07,0.02
RIR_064_case31_edc,3.0,5.5,3.0,1.4,3.4,1.5,1.0,1.0,1.5,0.11,0.19,0.19,0.19,0.2,0.21,0.21
RIR_065_case0_edc,3.0,5.5,3.0,1.8,1.8,1.5,1.0,1.0,1.5,0.19,0.34,0.55,0.62,0.62,0.64,0.64
RIR_065_case1_edc,3.0,5.5,3.0,1.8,1.8,1.5,1.0,1.0,1.5,0.26,0.42,0.6,0.58,0.56,0.58,0.24
RIR_065_case2_edc,3.0,5.5,3.0,1.8,1.8,1.5,1.0,1.0,1.5,0.25,0.26,0.26,0.19,0.1,0.08,0.03
RIR_065_case3_edc,3.0,5.5,3.0,1.8,1.8,1.5,1.0,1.0,1.5,0.29,0.6,0.85,0.83,0.69,0.63,0.3
RIR_065_case4_edc,3.0,5.5,3.0,1.8,1.8,1.5,1.0,1.0,1.5,0.26,0.42,0.61,0.61,0.61,0.64,0.24
RIR_065_case5_edc,3.0,5.5,3.0,1.8,1.8,1.5,1.0,1.0,1.5,0.24,0.38,0.5,0.47,0.37,0.32,0.1
RIR_065_case6_edc,3.0,5.5,3.0,1.8,1.8,1.5,1.0,1.0,1.5,0.2,0.34,0.45,0.44,0.38,0.34,0.01
RIR_065_case7_edc,3.0,5.5,3.0,1.8,1.8,1.5,1.0,1.0,1.5,0.14,0.16,0.25,0.24,0.22,0.24,0.01
RIR_065_case8_edc,3.0,5.5,3.0,1.8,1.8,1.5,1.0,1.0,1.5,0.26,0.32,0.32,0.27,0.24,0.22,0.21
RIR_065_case9_edc,3.0,5.5,3.0,1.8,1.8,1.5,1.0,1.0,1.5,0.22,0.34,0.39,0.41,0.4,0.4,0.39
RIR_065_case10_edc,3.0,5.5,3.0,1.8,1.8,1.5,1.0,1.0,1.5,0.2,0.35,0.46,0.45,0.36,0.32,0.1
RIR_065_case12_edc,3.0,5.5,3.0,1.8,1.8,1.5,1.0,1.0,1.5,0.25,0.48,0.62,0.6,0.52,0.49,0.27
RIR_065_case13_edc,3.0,5.5,3.0,1.8,1.8,1.5,1.0,1.0,1.5,0.22,0.41,0.52,0.45,0.4,0.39,0.18
RIR_065_case14_edc,3.0,5.5,3.0,1.8,1.8,1.5,1.0,1.0,1.5,0.17,0.15,0.14,0.18,0.17,0.16,0.03
RIR_065_case15_edc,3.0,5.5,3.0,1.8,1.8,1.5,1.0,1.0,1.5,0.22,0.21,0.2,0.22,0.2,0.17,0.04
RIR_065_case16_edc,3.0,5.5,3.0,1.8,1.8,1.5,1.0,1.0,1.5,0.19,0.3,0.38,0.45,0.39,0.31,0.01
RIR_065_case17_edc,3.0,5.5,3.0,1.8,1.8,1.5,1.0,1.0,1.5,0.15,0.23,0.3,0.39,0.37,0.36,0.22
RIR_065_case18_edc,3.0,5.5,3.0,1.8,1.8,1.5,1.0,1.0,1.5,0.27,0.24,0.22,0.17,0.09,0.08,0.02
RIR_065_case19_edc,3.0,5.5,3.0,1.8,1.8,1.5,1.0,1.0,1.5,0.22,0.26,0.24,0.22,0.22,0.22,0.2
RIR_065_case20_edc,3.0,5.5,3.0,1.8,1.8,1.5,1.0,1.0,1.5,0.17,0.19,0.2,0.16,0.08,0.07,0.02
RIR_065_case21_edc,3.0,5.5,3.0,1.8,1.8,1.5,1.0,1.0,1.5,0.11,0.12,0.13,0.18,0.17,0.14,0.01
RIR_065_case22_edc,3.0,5.5,3.0,1.8,1.8,1.5,1.0,1.0,1.5,0.09,0.05,0.04,0.04,0.03,0.02,0.02
RIR_065_case23_edc,3.0,5.5,3.0,1.8,1.8,1.5,1.0,1.0,1.5,0.18,0.25,0.26,0.23,0.22,0.22,0.21
RIR_065_case24_edc,3.0,5.5,3.0,1.8,1.8,1.5,1.0,1.0,1.5,0.14,0.27,0.36,0.3,0.24,0.24,0.03
RIR_065_case26_edc,3.0,5.5,3.0,1.8,1.8,1.5,1.0,1.0,1.5,0.12,0.12,0.12,0.17,0.16,0.15,0.02
RIR_065_case27_edc,3.0,5.5,3.0,1.8,1.8,1.5,1.0,1.0,1.5,0.17,0.18,0.18,0.21,0.19,0.16,0.03
RIR_065_case28_edc,3.0,5.5,3.0,1.8,1.8,1.5,1.0,1.0,1.5,0.11,0.11,0.11,0.17,0.16,0.14,0.02
RIR_065_case29_edc,3.0,5.5,3.0,1.8,1.8,1.5,1.0,1.0,1.5,0.13,0.17,0.22,0.26,0.26,0.27,0.14
RIR_065_case30_edc,3.0,5.5,3.0,1.8,1.8,1.5,1.0,1.0,1.5,0.16,0.18,0.17,0.14,0.07,0.07,0.02
RIR_065_case31_edc,3.0,5.5,3.0,1.8,1.8,1.5,1.0,1.0,1.5,0.11,0.19,0.19,0.19,0.2,0.21,0.21
RIR_066_case0_edc,3.0,5.5,3.0,1.0,1.4,1.5,1.4,2.6,1.5,0.19,0.34,0.55,0.62,0.62,0.64,0.64
RIR_066_case1_edc,3.0,5.5,3.0,1.0,1.4,1.5,1.4,2.6,1.5,0.26,0.42,0.6,0.58,0.56,0.58,0.24
RIR_066_case2_edc,3.0,5.5,3.0,1.0,1.4,1.5,1.4,2.6,1.5,0.25,0.26,0.26,0.19,0.1,0.08,0.03
RIR_066_case3_edc,3.0,5.5,3.0,1.0,1.4,1.5,1.4,2.6,1.5,0.29,0.6,0.85,0.83,0.69,0.63,0.3
RIR_066_case4_edc,3.0,5.5,3.0,1.0,1.4,1.5,1.4,2.6,1.5,0.26,0.42,0.61,0.61,0.61,0.64,0.24
RIR_066_case5_edc,3.0,5.5,3.0,1.0,1.4,1.5,1.4,2.6,1.5,0.24,0.38,0.5,0.47,0.37,0.32,0.1
RIR_066_case6_edc,3.0,5.5,3.0,1.0,1.4,1.5,1.4,2.6,1.5,0.2,0.34,0.45,0.44,0.38,0.34,0.01
RIR_066_case7_edc,3.0,5.5,3.0,1.0,1.4,1.5,1.4,2.6,1.5,0.14,0.16,0.25,0.24,0.22,0.24,0.01
RIR_066_case8_edc,3.0,5.5,3.0,1.0,1.4,1.5,1.4,2.6,1.5,0.26,0.32,0.32,0.27,0.24,0.22,0.21
RIR_066_case9_edc,3.0,5.5,3.0,1.0,1.4,1.5,1.4,2.6,1.5,0.22,0.34,0.39,0.41,0.4,0.4,0.39
RIR_066_case10_edc,3.0,5.5,3.0,1.0,1.4,1.5,1.4,2.6,1.5,0.2,0.35,0.46,0.45,0.36,0.32,0.1
RIR_066_case12_edc,3.0,5.5,3.0,1.0,1.4,1.5,1.4,2.6,1.5,0.25,0.48,0.62,0.6,0.52,0.49,0.27
RIR_066_case13_edc,3.0,5.5,3.0,1.0,1.4,1.5,1.4,2.6,1.5,0.22,0.41,0.52,0.45,0.4,0.39,0.18
RIR_066_case14_edc,3.0,5.5,3.0,1.0,1.4,1.5,1.4,2.6,1.5,0.17,0.15,0.14,0.18,0.17,0.16,0.03
RIR_066_case15_edc,3.0,5.5,3.0,1.0,1.4,1.5,1.4,2.6,1.5,0.22,0.21,0.2,0.22,0.2,0.17,0.04
RIR_066_case16_edc,3.0,5.5,3.0,1.0,1.4,1.5,1.4,2.6,1.5,0.19,0.3,0.38,0.45,0.39,0.31,0.01
RIR_066_case17_edc,3.0,5.5,3.0,1.0,1.4,1.5,1.4,2.6,1.5,0.15,0.23,0.3,0.39,0.37,0.36,0.22
RIR_066_case18_edc,3.0,5.5,3.0,1.0,1.4,1.5,1.4,2.6,1.5,0.27,0.24,0.22,0.17,0.09,0.08,0.02
RIR_066_case19_edc,3.0,5.5,3.0,1.0,1.4,1.5,1.4,2.6,1.5,0.22,0.26,0.24,0.22,0.22,0.22,0.2
RIR_066_case20_edc,3.0,5.5,3.0,1.0,1.4,1.5,1.4,2.6,1.5,0.17,0.19,0.2,0.16,0.08,0.07,0.02
RIR_066_case21_edc,3.0,5.5,3.0,1.0,1.4,1.5,1.4,2.6,1.5,0.11,0.12,0.13,0.18,0.17,0.14,0.01
RIR_066_case22_edc,3.0,5.5,3.0,1.0,1.4,1.5,1.4,2.6,1.5,0.09,0.05,0.04,0.04,0.03,0.02,0.02
RIR_066_case23_edc,3.0,5.5,3.0,1.0,1.4,1.5,1.4,2.6,1.5,0.18,0.25,0.26,0.23,0.22,0.22,0.21
RIR_066_case24_edc,3.0,5.5,3.0,1.0,1.4,1.5,1.4,2.6,1.5,0.14,0.27,0.36,0.3,0.24,0.24,0.03
RIR_066_case26_edc,3.0,5.5,3.0,1.0,1.4,1.5,1.4,2.6,1.5,0.12,0.12,0.12,0.17,0.16,0.15,0.02
